market,month,year,quantity,priceMin,priceMax,priceMod
JAMMU,December,2008,2970,1275,1425,1350
JAMMU,December,2009,7330,1655,1786,1720
JAMMU,December,2010,12710,2526,2930,2741
JAMMU,December,2011,27880,812,924,868
JAMMU,December,2012,15660,1169,1269,1219
JAMMU,December,2013,11630,1844,2078,1967
JAMMU,December,2014,12600,1821,2050,1936
JAMMU,December,2015,22440,1605,1900,1753
JAMMU,December,2016,17640,1077,1315,1192
JAMNAGAR(GUJ),January,2016,4229,382,1186,784
JAMNAGAR(GUJ),February,2016,3775,157,807,482
JAMNAGAR(GUJ),March,2016,561,175,750,463
JAMNAGAR(GUJ),June,2016,66,200,650,425
JAMNAGAR(GUJ),July,2016,298,250,900,575
JAMNAGAR(GUJ),September,2016,711,150,525,338
JAMNAGAR(GUJ),October,2015,12527,731,3056,1894
JAMNAGAR(GUJ),November,2015,8575,345,1965,1156
JAMNAGAR(GUJ),December,2015,4078,359,1400,880
JAMNAGAR(GUJ),December,2016,3565,192,763,477
JATNI(OR),April,2016,720,907,1007,957
JATNI(OR),May,2016,1100,1032,1141,1086
JATNI(OR),June,2016,2200,1050,1164,1105
JATNI(OR),July,2016,1600,1281,1413,1347
JATNI(OR),August,2016,1100,1250,1450,1350
JATNI(OR),September,2016,620,1183,1383,1275
JATNI(OR),October,2016,680,1208,1400,1308
JATNI(OR),November,2016,700,1121,1321,1221
JATNI(OR),December,2016,560,1210,1410,1310
JAUNPUR (UP),September,2016,14960,450,775,700
JAUNPUR (UP),November,2016,10330,500,1200,1000
JHANSI(UP),February,2016,1100,725,805,760
JHANSI(UP),March,2016,600,600,700,650
JHANSI(UP),April,2016,3260,658,766,712
JHANSI(UP),May,2016,12300,603,703,650
JHANSI(UP),June,2016,15200,443,540,493
JHANSI(UP),July,2016,14850,800,901,851
JHANSI(UP),August,2016,9210,619,731,683
JHANSI(UP),November,2016,4250,520,676,598
JHANSI(UP),December,2016,3150,500,633,567
JODHPUR(RAJ),January,2008,13375,219,415,319
JODHPUR(RAJ),January,2009,8174,659,1326,990
JODHPUR(RAJ),January,2010,16199,603,1302,954
JODHPUR(RAJ),January,2011,13586,1581,2895,2273
JODHPUR(RAJ),January,2012,26169,311,526,422
JODHPUR(RAJ),January,2013,16187,723,1389,1057
JODHPUR(RAJ),January,2014,25772,626,1064,863
JODHPUR(RAJ),January,2015,19930,830,1545,1168
JODHPUR(RAJ),January,2016,12796,471,1406,956
JODHPUR(RAJ),February,2008,18236,202,344,275
JODHPUR(RAJ),February,2009,9992,590,1062,823
JODHPUR(RAJ),February,2010,21475,530,1142,832
JODHPUR(RAJ),February,2011,15297,718,1229,1034
JODHPUR(RAJ),February,2012,22114,293,485,391
JODHPUR(RAJ),February,2013,20696,823,1520,1180
JODHPUR(RAJ),February,2014,29515,457,776,626
JODHPUR(RAJ),February,2015,25957,928,1561,1269
JODHPUR(RAJ),February,2016,17971,500,1075,852
JODHPUR(RAJ),March,2008,19255,223,413,316
JODHPUR(RAJ),March,2009,22282,508,899,702
JODHPUR(RAJ),March,2010,27935,361,702,537
JODHPUR(RAJ),March,2011,30055,314,600,461
JODHPUR(RAJ),March,2012,27099,344,525,435
JODHPUR(RAJ),March,2013,24336,629,1095,883
JODHPUR(RAJ),March,2014,33355,524,934,745
JODHPUR(RAJ),March,2015,35530,800,1456,1150
JODHPUR(RAJ),March,2016,22662,638,1223,981
JODHPUR(RAJ),April,2008,23406,205,385,295
JODHPUR(RAJ),April,2009,22455,406,633,519
JODHPUR(RAJ),April,2010,38248,332,486,407
JODHPUR(RAJ),April,2011,25283,303,473,391
JODHPUR(RAJ),April,2012,34238,338,498,421
JODHPUR(RAJ),April,2013,32252,584,908,749
JODHPUR(RAJ),April,2014,29610,406,868,676
JODHPUR(RAJ),April,2015,24316,525,1338,1007
JODHPUR(RAJ),April,2016,22657,507,979,743
JODHPUR(RAJ),May,2008,29293,197,324,263
JODHPUR(RAJ),May,2009,23748,257,507,382
JODHPUR(RAJ),May,2010,39242,296,382,339
JODHPUR(RAJ),May,2011,33567,236,430,338
JODHPUR(RAJ),May,2012,24617,237,426,330
JODHPUR(RAJ),May,2013,24091,492,780,643
JODHPUR(RAJ),May,2014,19815,488,876,703
JODHPUR(RAJ),May,2015,20115,487,980,753
JODHPUR(RAJ),May,2016,22351,330,640,488
JODHPUR(RAJ),June,2008,23747,202,400,298
JODHPUR(RAJ),June,2009,32188,214,527,371
JODHPUR(RAJ),June,2010,44771,194,406,301
JODHPUR(RAJ),June,2011,48158,235,492,360
JODHPUR(RAJ),June,2012,19183,227,493,359
JODHPUR(RAJ),June,2013,19094,575,1035,811
JODHPUR(RAJ),June,2014,17266,455,918,705
JODHPUR(RAJ),June,2015,13046,650,1319,1015
JODHPUR(RAJ),June,2016,15482,286,557,421
JODHPUR(RAJ),July,2008,23604,226,620,421
JODHPUR(RAJ),July,2009,26998,177,592,373
JODHPUR(RAJ),July,2010,34139,220,633,428
JODHPUR(RAJ),July,2011,20336,314,790,555
JODHPUR(RAJ),July,2012,20798,350,626,484
JODHPUR(RAJ),July,2013,17966,737,1744,1277
JODHPUR(RAJ),July,2014,10057,1047,1658,1372
JODHPUR(RAJ),July,2015,14864,778,1761,1278
JODHPUR(RAJ),July,2016,14957,308,722,522
JODHPUR(RAJ),August,2008,21090,236,732,487
JODHPUR(RAJ),August,2009,10745,283,782,532
JODHPUR(RAJ),August,2010,27912,268,793,558
JODHPUR(RAJ),August,2011,11658,409,1047,742
JODHPUR(RAJ),August,2012,17364,383,716,548
JODHPUR(RAJ),August,2013,8501,1250,3074,2350
JODHPUR(RAJ),August,2014,8025,827,1573,1253
JODHPUR(RAJ),August,2015,7496,1340,3647,2540
JODHPUR(RAJ),August,2016,10885,331,773,548
JODHPUR(RAJ),September,2008,14889,200,674,433
JODHPUR(RAJ),September,2009,14380,314,714,526
JODHPUR(RAJ),September,2010,13384,454,1140,781
JODHPUR(RAJ),September,2011,15127,423,1091,876
JODHPUR(RAJ),September,2012,13826,256,640,451
JODHPUR(RAJ),September,2013,9994,1972,4167,3278
JODHPUR(RAJ),September,2014,18155,797,1487,1128
JODHPUR(RAJ),September,2015,11590,2097,4067,3250
JODHPUR(RAJ),September,2016,12814,430,910,683
JODHPUR(RAJ),October,2008,9021,238,698,465
JODHPUR(RAJ),October,2009,17900,615,1326,956
JODHPUR(RAJ),October,2010,15475,564,1406,968
JODHPUR(RAJ),October,2011,13771,432,1165,837
JODHPUR(RAJ),October,2012,18609,359,783,578
JODHPUR(RAJ),October,2013,16975,1160,3810,2680
JODHPUR(RAJ),October,2014,14924,908,1575,1233
JODHPUR(RAJ),October,2015,13980,1500,3036,2379
JODHPUR(RAJ),October,2016,19010,467,840,653
JODHPUR(RAJ),November,2008,10348,398,1064,712
JODHPUR(RAJ),November,2009,14140,603,1320,964
JODHPUR(RAJ),November,2010,18607,664,1739,1196
JODHPUR(RAJ),November,2011,17331,461,1092,829
JODHPUR(RAJ),November,2012,18485,357,1113,747
JODHPUR(RAJ),November,2013,15449,1711,4000,3053
JODHPUR(RAJ),November,2014,20092,914,1586,1269
JODHPUR(RAJ),November,2015,17443,993,2547,1927
JODHPUR(RAJ),November,2016,18773,288,953,600
JODHPUR(RAJ),December,2008,10146,559,1179,876
JODHPUR(RAJ),December,2009,18887,582,1237,910
JODHPUR(RAJ),December,2010,16870,910,2582,1755
JODHPUR(RAJ),December,2011,23554,389,761,600
JODHPUR(RAJ),December,2012,14266,366,1106,741
JODHPUR(RAJ),December,2013,19495,771,1981,1390
JODHPUR(RAJ),December,2014,20415,759,1576,1200
JODHPUR(RAJ),December,2015,11388,731,1922,1456
JODHPUR(RAJ),December,2016,16607,294,650,470
JUNNAR(MS),January,2008,10647,98,458,300
JUNNAR(MS),January,2009,1285,500,1650,1250
JUNNAR(MS),January,2010,28355,1156,1788,1481
JUNNAR(MS),January,2011,12467,1620,3362,2540
JUNNAR(MS),January,2012,1100,325,625,475
JUNNAR(MS),January,2013,548,500,1650,1150
JUNNAR(MS),February,2008,20262,88,435,300
JUNNAR(MS),February,2009,79308,565,1192,935
JUNNAR(MS),February,2010,16864,700,1263,975
JUNNAR(MS),February,2012,7485,225,525,425
JUNNAR(MS),February,2013,1570,500,1350,1000
JUNNAR(MS),February,2016,2072,500,1300,1000
JUNNAR(MS),March,2009,145514,360,883,690
JUNNAR(MS),March,2016,3802,700,900,800
JUNNAR(MS),April,2008,2429,200,400,275
JUNNAR(MS),April,2009,45239,310,601,457
JUNNAR(MS),April,2010,43195,150,713,575
JUNNAR(MS),April,2011,2759,367,617,467
JUNNAR(MS),April,2012,3650,275,555,436
JUNNAR(MS),April,2013,4080,425,800,650
JUNNAR(MS),April,2015,4610,500,1400,900
JUNNAR(MS),April,2016,11727,500,983,917
JUNNAR(MS),May,2008,22275,110,338,250
JUNNAR(MS),May,2009,56565,291,572,472
JUNNAR(MS),May,2011,9827,288,625,500
JUNNAR(MS),May,2012,1485,300,600,400
JUNNAR(MS),May,2013,9924,500,1055,875
JUNNAR(MS),May,2014,3492,400,1500,900
JUNNAR(MS),May,2015,18014,833,1933,1467
JUNNAR(MS),May,2016,94900,485,1020,925
JUNNAR(MS),June,2009,46270,387,718,573
JUNNAR(MS),June,2010,10765,600,800,700
JUNNAR(MS),June,2011,32178,446,946,756
JUNNAR(MS),June,2013,18634,500,1750,1313
JUNNAR(MS),June,2014,3464,500,1250,800
JUNNAR(MS),June,2016,40265,650,1143,1017
JUNNAR(MS),July,2008,3142,300,700,500
JUNNAR(MS),July,2009,51293,338,707,553
JUNNAR(MS),July,2011,38816,420,1030,780
JUNNAR(MS),July,2012,7620,200,825,625
JUNNAR(MS),July,2013,18335,1000,2480,2000
JUNNAR(MS),July,2014,3377,1700,2300,2000
JUNNAR(MS),July,2016,53670,528,1063,961
JUNNAR(MS),August,2009,60807,399,817,627
JUNNAR(MS),August,2010,30451,481,1114,825
JUNNAR(MS),August,2011,20408,611,1326,956
JUNNAR(MS),August,2013,26227,1500,3933,3000
JUNNAR(MS),August,2015,10818,3333,6167,5333
JUNNAR(MS),August,2016,4168,500,1000,900
JUNNAR(MS),September,2009,69506,421,786,617
JUNNAR(MS),September,2010,17344,990,1620,1360
JUNNAR(MS),September,2011,10771,583,1350,1017
JUNNAR(MS),September,2013,20132,2800,4868,3817
JUNNAR(MS),September,2015,1555,2000,5010,4500
JUNNAR(MS),September,2016,38397,417,825,675
JUNNAR(MS),October,2009,10282,725,1475,1325
JUNNAR(MS),October,2010,31209,1045,1797,1450
JUNNAR(MS),October,2011,21339,600,1188,931
JUNNAR(MS),October,2012,11598,300,1350,1150
JUNNAR(MS),October,2013,2584,2625,5425,4250
JUNNAR(MS),October,2016,77011,475,971,744
JUNNAR(MS),November,2008,22885,550,1000,850
JUNNAR(MS),November,2009,13372,1264,2266,1921
JUNNAR(MS),November,2010,14617,1800,2910,2420
JUNNAR(MS),November,2012,3446,200,1400,1200
JUNNAR(MS),November,2016,16276,550,1250,1100
JUNNAR(MS),December,2008,42072,630,1320,1080
JUNNAR(MS),December,2009,13848,1428,2400,1911
JUNNAR(MS),December,2010,9051,1917,3302,2842
JUNNAR(MS),December,2011,5737,400,800,600
JUNNAR(MS),December,2012,15451,908,1592,1292
JUNNAR(MS),December,2014,127,1400,2200,1900
JUNNAR(MS),December,2015,397,1000,2110,1500
JUNNAR(MS),December,2016,15500,450,1300,1025
KALVAN(MS),January,2008,11780,100,356,273
KALVAN(MS),January,2009,24500,314,1428,1218
KALVAN(MS),January,2010,49800,273,1710,1306
KALVAN(MS),January,2011,16000,510,3448,2550
KALVAN(MS),January,2012,9400,100,516,426
KALVAN(MS),January,2015,13000,300,1488,1175
KALVAN(MS),January,2016,50650,344,1320,989
KALVAN(MS),February,2008,21060,72,333,251
KALVAN(MS),February,2009,24050,183,1292,1092
KALVAN(MS),February,2010,53800,283,1203,999
KALVAN(MS),February,2011,27700,355,1220,942
KALVAN(MS),February,2012,14000,100,453,355
KALVAN(MS),February,2013,34500,529,1618,1482
KALVAN(MS),February,2015,12700,400,1763,1500
KALVAN(MS),February,2016,74146,225,956,692
KALVAN(MS),March,2008,4000,55,398,310
KALVAN(MS),March,2009,21000,88,842,706
KALVAN(MS),March,2010,54500,187,755,583
KALVAN(MS),March,2011,15000,308,835,486
KALVAN(MS),March,2012,3000,100,526,451
KALVAN(MS),March,2013,11000,300,1140,1000
KALVAN(MS),March,2016,29312,375,822,715
KALVAN(MS),April,2008,5500,76,321,268
KALVAN(MS),April,2009,41950,113,552,476
KALVAN(MS),April,2010,46550,194,607,517
KALVAN(MS),April,2011,9900,240,709,530
KALVAN(MS),April,2012,21500,126,454,389
KALVAN(MS),April,2015,26500,325,1485,1019
KALVAN(MS),April,2016,33745,286,882,699
KALVAN(MS),May,2008,7000,51,270,231
KALVAN(MS),May,2009,28000,125,506,432
KALVAN(MS),May,2010,26500,199,694,562
KALVAN(MS),May,2011,5000,126,711,476
KALVAN(MS),May,2012,38700,125,466,347
KALVAN(MS),May,2013,15000,300,958,833
KALVAN(MS),May,2015,13800,350,1670,1356
KALVAN(MS),May,2016,80636,204,873,687
KALVAN(MS),June,2008,11650,34,449,369
KALVAN(MS),June,2009,28900,229,775,707
KALVAN(MS),June,2010,27500,166,754,647
KALVAN(MS),June,2011,23200,235,881,764
KALVAN(MS),June,2012,29200,120,612,454
KALVAN(MS),June,2013,12500,500,1626,1476
KALVAN(MS),June,2015,18800,400,1956,1588
KALVAN(MS),June,2016,155400,287,986,804
KALVAN(MS),July,2008,7750,126,720,660
KALVAN(MS),July,2009,35600,292,671,628
KALVAN(MS),July,2010,59900,214,764,663
KALVAN(MS),July,2011,29300,213,961,844
KALVAN(MS),July,2012,41500,110,662,533
KALVAN(MS),July,2013,66340,1164,2327,2202
KALVAN(MS),July,2015,52400,840,2447,2112
KALVAN(MS),July,2016,27100,275,959,800
KALVAN(MS),August,2009,70150,305,730,673
KALVAN(MS),August,2010,51500,273,964,868
KALVAN(MS),August,2011,40050,245,1240,1103
KALVAN(MS),August,2012,14000,150,733,613
KALVAN(MS),August,2013,45717,2000,4215,3942
KALVAN(MS),August,2014,8400,300,1900,1600
KALVAN(MS),August,2015,46078,1090,4870,4195
KALVAN(MS),August,2016,70570,256,788,642
KALVAN(MS),September,2008,21200,100,741,671
KALVAN(MS),September,2009,63000,262,731,657
KALVAN(MS),September,2010,74000,321,1493,1329
KALVAN(MS),September,2011,41200,165,1215,1075
KALVAN(MS),September,2012,9000,151,711,611
KALVAN(MS),September,2013,982,1500,5001,4901
KALVAN(MS),September,2015,5400,1000,4658,3950
KALVAN(MS),September,2016,119700,125,639,438
KALVAN(MS),October,2008,20150,51,718,590
KALVAN(MS),October,2009,74500,465,1561,1429
KALVAN(MS),October,2010,48000,457,1684,1519
KALVAN(MS),October,2011,47500,159,1025,922
KALVAN(MS),October,2012,14000,151,1219,1026
KALVAN(MS),October,2013,1020,2000,4951,4851
KALVAN(MS),October,2015,6300,767,4080,3259
KALVAN(MS),October,2016,72050,194,923,682
KALVAN(MS),November,2008,2900,100,926,725
KALVAN(MS),November,2009,47910,477,2010,1566
KALVAN(MS),November,2010,41660,518,3373,2314
KALVAN(MS),November,2011,40900,159,989,817
KALVAN(MS),November,2015,4500,500,1995,1400
KALVAN(MS),November,2016,65085,219,1063,735
KALVAN(MS),December,2008,26600,117,1158,920
KALVAN(MS),December,2009,54750,448,1847,1371
KALVAN(MS),December,2010,30650,471,3548,2383
KALVAN(MS),December,2011,10100,125,698,531
KALVAN(MS),December,2014,7500,500,2036,1725
KALVAN(MS),December,2015,41080,304,1440,1079
KALVAN(MS),December,2016,39200,202,985,780
KANPUR(UP),January,2008,41033,327,492,411
KANPUR(UP),January,2009,17160,1385,1538,1461
KANPUR(UP),January,2010,29365,1189,1455,1339
KANPUR(UP),January,2011,336,1400,2000,1700
KANPUR(UP),January,2012,8800,624,670,648
KANPUR(UP),January,2013,3700,1439,1439,1439
KANPUR(UP),January,2014,73240,1096,1096,1096
KANPUR(UP),January,2015,45875,1528,1528,1528
KANPUR(UP),January,2016,47650,1340,1340,1340
KANPUR(UP),February,2008,56347,304,366,347
KANPUR(UP),February,2009,26430,1111,1299,1213
KANPUR(UP),February,2010,33980,1187,1408,1309
KANPUR(UP),February,2011,26790,1280,1485,1381
KANPUR(UP),February,2012,4850,545,591,568
KANPUR(UP),February,2013,2900,1895,1895,1895
KANPUR(UP),February,2014,43200,1118,1118,1118
KANPUR(UP),February,2015,60150,1514,1514,1514
KANPUR(UP),February,2016,36300,1139,1139,1139
KANPUR(UP),March,2008,116421,355,428,387
KANPUR(UP),March,2009,28670,1034,1194,1124
KANPUR(UP),March,2010,64920,762,1040,957
KANPUR(UP),March,2011,23558,813,873,844
KANPUR(UP),March,2012,4990,624,663,644
KANPUR(UP),March,2013,13250,1374,1374,1374
KANPUR(UP),March,2014,39160,1189,1189,1189
KANPUR(UP),March,2015,26350,1584,1584,1584
KANPUR(UP),March,2016,24550,1181,1181,1181
KANPUR(UP),April,2008,65673,361,450,409
KANPUR(UP),April,2009,32690,767,857,812
KANPUR(UP),April,2010,38724,724,832,789
KANPUR(UP),April,2011,33380,617,701,658
KANPUR(UP),April,2012,7650,591,634,613
KANPUR(UP),April,2013,25400,1084,1084,1084
KANPUR(UP),April,2014,33400,1031,1031,1031
KANPUR(UP),April,2015,31150,1380,1380,1380
KANPUR(UP),April,2016,65700,1012,1012,1012
KANPUR(UP),May,2008,168734,284,344,312
KANPUR(UP),May,2009,31900,609,698,658
KANPUR(UP),May,2010,31921,532,655,606
KANPUR(UP),May,2011,15609,525,645,589
KANPUR(UP),May,2012,12950,566,604,584
KANPUR(UP),May,2013,40270,1048,1048,1048
KANPUR(UP),May,2014,23720,1103,1103,1103
KANPUR(UP),May,2015,36350,1343,1343,1343
KANPUR(UP),May,2016,72050,847,847,847
KANPUR(UP),June,2008,181386,280,354,323
KANPUR(UP),June,2009,62620,658,763,711
KANPUR(UP),June,2010,25460,563,658,612
KANPUR(UP),June,2011,15484,502,655,583
KANPUR(UP),June,2012,17550,560,602,581
KANPUR(UP),June,2013,33560,1005,1005,1005
KANPUR(UP),June,2014,15460,1009,1009,1009
KANPUR(UP),June,2015,36100,1376,1376,1376
KANPUR(UP),June,2016,64100,806,837,821
KANPUR(UP),July,2008,122373,466,574,525
KANPUR(UP),July,2009,51140,801,993,901
KANPUR(UP),July,2010,34435,644,861,760
KANPUR(UP),July,2011,22532,705,875,803
KANPUR(UP),July,2012,28350,692,735,714
KANPUR(UP),July,2013,11545,1773,1773,1773
KANPUR(UP),July,2014,39300,1833,1833,1833
KANPUR(UP),July,2015,14550,1862,1862,1862
KANPUR(UP),July,2016,41750,976,976,976
KANPUR(UP),August,2008,31155,781,953,874
KANPUR(UP),August,2009,55625,766,913,841
KANPUR(UP),August,2010,22650,750,918,836
KANPUR(UP),August,2011,8797,939,1088,1015
KANPUR(UP),August,2012,37950,765,808,786
KANPUR(UP),August,2013,4980,2796,2796,2796
KANPUR(UP),August,2014,34900,1750,1750,1750
KANPUR(UP),August,2015,12220,2864,2864,2864
KANPUR(UP),August,2016,35750,973,973,973
KANPUR(UP),September,2008,6050,765,892,833
KANPUR(UP),September,2009,57350,806,937,876
KANPUR(UP),September,2010,18910,1155,1373,1277
KANPUR(UP),September,2011,26163,1187,1427,1311
KANPUR(UP),September,2012,14850,778,821,802
KANPUR(UP),September,2013,12140,4246,4264,4255
KANPUR(UP),September,2014,37150,1552,1552,1552
KANPUR(UP),September,2015,11650,3943,3943,3943
KANPUR(UP),September,2016,41750,829,838,833
KANPUR(UP),October,2008,14900,787,858,826
KANPUR(UP),October,2009,38390,1405,1651,1527
KANPUR(UP),October,2010,11220,1359,1600,1475
KANPUR(UP),October,2011,10606,1085,1300,1200
KANPUR(UP),October,2012,13500,918,958,938
KANPUR(UP),October,2013,6150,4752,4752,4752
KANPUR(UP),October,2014,25150,1605,1605,1605
KANPUR(UP),October,2015,10040,3603,3603,3603
KANPUR(UP),October,2016,46600,876,891,882
KANPUR(UP),November,2008,14840,927,1087,1023
KANPUR(UP),November,2009,27732,1323,1561,1454
KANPUR(UP),November,2010,1000,1578,1633,1605
KANPUR(UP),November,2011,2950,1161,1209,1183
KANPUR(UP),November,2012,10000,1141,1186,1163
KANPUR(UP),November,2013,11290,3861,3861,3861
KANPUR(UP),November,2014,52150,1643,1643,1643
KANPUR(UP),November,2015,20250,2515,2515,2515
KANPUR(UP),November,2016,33950,841,864,851
KANPUR(UP),December,2008,30050,1064,1328,1196
KANPUR(UP),December,2009,35920,1114,1449,1313
KANPUR(UP),December,2011,4250,729,771,750
KANPUR(UP),December,2012,2250,1380,1420,1400
KANPUR(UP),December,2013,42900,2059,2059,2059
KANPUR(UP),December,2014,56950,1534,1534,1534
KANPUR(UP),December,2015,39450,1573,1573,1573
KANPUR(UP),December,2016,47000,840,854,848
KARNAL(HR),January,2008,7150,523,596,560
KARNAL(HR),January,2009,7800,1200,1545,1373
KARNAL(HR),January,2010,7550,1539,1700,1622
KARNAL(HR),January,2011,1325,1950,3703,2829
KARNAL(HR),January,2012,485,450,620,535
KARNAL(HR),January,2013,7650,1359,1607,1483
KARNAL(HR),January,2014,13400,2080,2240,2160
KARNAL(HR),January,2015,8650,1500,1600,1550
KARNAL(HR),January,2016,11850,1190,1394,1292
KARNAL(HR),February,2008,9150,458,558,508
KARNAL(HR),February,2009,5750,1100,1360,1230
KARNAL(HR),February,2010,8200,1385,1505,1444
KARNAL(HR),February,2011,4325,1203,1481,1342
KARNAL(HR),February,2012,2107,416,574,495
KARNAL(HR),February,2014,17500,953,1235,1094
KARNAL(HR),February,2015,7350,1561,1661,1611
KARNAL(HR),March,2008,8350,498,595,549
KARNAL(HR),March,2009,8000,1073,1245,1159
KARNAL(HR),March,2010,13150,961,1067,1014
KARNAL(HR),March,2011,7900,873,1023,947
KARNAL(HR),March,2014,8080,1196,1304,1250
KARNAL(HR),March,2015,6600,1530,1635,1583
KARNAL(HR),March,2016,11900,1113,1221,1167
KARNAL(HR),April,2008,9200,490,537,516
KARNAL(HR),April,2009,10479,730,830,781
KARNAL(HR),April,2010,7100,835,938,887
KARNAL(HR),April,2011,4752,679,817,737
KARNAL(HR),April,2012,6623,498,655,575
KARNAL(HR),April,2014,7680,1240,1343,1292
KARNAL(HR),April,2015,13250,1209,1400,1305
KARNAL(HR),April,2016,9700,845,1000,920
KARNAL(HR),May,2008,8400,421,483,452
KARNAL(HR),May,2009,9700,513,637,575
KARNAL(HR),May,2010,4300,550,617,583
KARNAL(HR),May,2011,1700,513,650,580
KARNAL(HR),May,2013,10450,944,1160,1050
KARNAL(HR),May,2015,11750,1158,1333,1246
KARNAL(HR),June,2008,5100,458,561,510
KARNAL(HR),June,2009,9800,733,821,777
KARNAL(HR),June,2010,6995,576,633,604
KARNAL(HR),June,2011,5259,422,561,491
KARNAL(HR),June,2012,1420,500,650,600
KARNAL(HR),June,2013,6800,1035,1303,1165
KARNAL(HR),June,2014,8200,1200,1300,1250
KARNAL(HR),June,2015,8530,1808,2008,1916
KARNAL(HR),June,2016,8200,736,848,794
KARNAL(HR),July,2008,6450,690,773,731
KARNAL(HR),July,2009,13146,884,957,923
KARNAL(HR),July,2010,13175,633,960,803
KARNAL(HR),July,2011,2508,537,701,627
KARNAL(HR),July,2012,5693,534,821,674
KARNAL(HR),July,2013,4450,1988,2300,2144
KARNAL(HR),July,2015,7750,2012,2200,2108
KARNAL(HR),July,2016,6600,894,994,944
KARNAL(HR),August,2008,5450,871,1044,957
KARNAL(HR),August,2009,8750,893,973,933
KARNAL(HR),August,2010,14485,578,964,764
KARNAL(HR),August,2011,3800,1068,1245,1161
KARNAL(HR),August,2012,712,533,850,692
KARNAL(HR),August,2013,5266,3583,4113,3846
KARNAL(HR),August,2015,6080,3854,4075,3965
KARNAL(HR),August,2016,7900,913,1015,964
KARNAL(HR),September,2008,5650,911,1000,954
KARNAL(HR),September,2009,9100,857,1000,930
KARNAL(HR),September,2010,7740,990,1597,1218
KARNAL(HR),September,2012,561,450,775,675
KARNAL(HR),September,2013,6050,4113,4621,4367
KARNAL(HR),September,2014,5840,1804,1924,1864
KARNAL(HR),September,2015,7050,4417,4787,4611
KARNAL(HR),September,2016,9800,821,946,883
KARNAL(HR),October,2008,5450,841,1031,974
KARNAL(HR),October,2009,10300,1530,1670,1600
KARNAL(HR),October,2010,7575,1325,1947,1636
KARNAL(HR),October,2012,5376,470,870,694
KARNAL(HR),October,2013,9050,5058,5423,5238
KARNAL(HR),October,2014,4850,1733,1895,1814
KARNAL(HR),October,2015,6030,3570,4096,3813
KARNAL(HR),November,2008,7200,1082,1391,1236
KARNAL(HR),November,2009,11300,1591,1845,1718
KARNAL(HR),November,2010,2925,1519,2038,1778
KARNAL(HR),November,2013,13080,3905,4282,4103
KARNAL(HR),November,2014,6380,1623,1723,1673
KARNAL(HR),November,2015,7020,2855,3227,3041
KARNAL(HR),December,2008,8450,1200,1426,1313
KARNAL(HR),December,2009,10250,1422,1635,1526
KARNAL(HR),December,2010,3405,1972,3012,2527
KARNAL(HR),December,2013,1366,2980,3520,3370
KARNAL(HR),December,2014,8700,1588,1688,1638
KARNAL(HR),December,2015,13500,1356,1577,1465
KARNAL(HR),December,2016,12100,914,1500,1007
KHANDWA(MP),January,2016,27266,168,860,581
KHANDWA(MP),February,2016,35462,100,605,433
KHANDWA(MP),March,2016,36323,100,686,496
KHANDWA(MP),April,2016,21813,118,696,462
KHANDWA(MP),May,2016,16578,100,471,275
KHANDWA(MP),June,2016,7466,103,523,342
KHANDWA(MP),July,2016,2533,100,517,300
KHANDWA(MP),October,2016,420,100,207,150
KHANDWA(MP),November,2016,4132,100,475,175
KHANNA(PB),January,2015,6772,1147,1565,1347
KHANNA(PB),January,2016,5679,821,1243,968
KHANNA(PB),February,2015,5561,1188,1700,1434
KHANNA(PB),February,2016,5558,754,1015,900
KHANNA(PB),March,2015,8895,1095,1674,1374
KHANNA(PB),March,2016,5545,731,1023,838
KHANNA(PB),April,2015,6015,800,1375,1050
KHANNA(PB),April,2016,4448,488,925,619
KHANNA(PB),May,2015,7988,711,1256,925
KHANNA(PB),May,2016,12012,489,894,589
KHANNA(PB),June,2015,9213,1031,2631,1283
KHANNA(PB),June,2016,4797,300,811,507
KHANNA(PB),July,2015,5619,1006,1929,1385
KHANNA(PB),July,2016,6431,521,1036,650
KHANNA(PB),August,2015,4866,1293,3467,2267
KHANNA(PB),August,2016,5041,436,936,566
KHANNA(PB),September,2015,3997,2491,4200,3336
KHANNA(PB),September,2016,4111,423,745,550
KHANNA(PB),October,2015,5241,2021,3257,2593
KHANNA(PB),October,2016,9489,446,862,585
KHANNA(PB),November,2014,4347,1081,1600,1300
KHANNA(PB),November,2015,5898,1313,2231,1731
KHANNA(PB),November,2016,5522,571,1035,785
KHANNA(PB),December,2014,6173,1159,1665,1409
KHANNA(PB),December,2015,3080,927,1409,1105
KHANNA(PB),December,2016,9056,504,865,620
KOLAR(KNT),May,2016,50,800,1200,1000
KOLAR(KNT),June,2016,30,1000,1500,1266
KOLAR(KNT),July,2016,30,1300,1800,1500
KOLAR(KNT),August,2016,124,933,1433,1183
KOLAR(KNT),September,2016,53,900,1250,1050
KOLAR(KNT),October,2016,54,800,1000,900
KOLAR(KNT),November,2016,140,800,1167,1000
KOLAR(KNT),December,2016,70,900,1150,1050
KOLHAPUR(MS),January,2008,66636,230,548,379
KOLHAPUR(MS),January,2009,34138,761,1667,1278
KOLHAPUR(MS),January,2010,64932,450,1911,1343
KOLHAPUR(MS),January,2011,49477,704,4267,2983
KOLHAPUR(MS),January,2012,126753,289,629,484
KOLHAPUR(MS),January,2013,106424,533,1898,1481
